,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_walton
720,90.0,14.0,22.0,34.0,161.0,140.0,67.0,11.0,11.0
721,90.0,14.0,22.0,34.0,161.0,140.0,60.0,11.0,10.0
722,90.0,14.0,21.0,29.0,161.0,140.0,60.0,12.0,10.0
723,90.0,16.0,21.0,29.0,161.0,140.0,60.0,12.0,10.0
724,90.0,16.0,21.0,29.0,205.0,184.0,60.0,12.0,10.0
725,81.0,16.0,21.0,29.0,205.0,184.0,62.0,12.0,10.0
726,81.0,16.0,21.0,30.0,205.0,184.0,62.0,12.0,10.0
727,81.0,16.0,21.0,30.0,205.0,184.0,62.0,12.0,10.0
728,81.0,16.0,38.0,30.0,246.0,184.0,62.0,19.0,10.0
729,81.0,33.0,38.0,30.0,246.0,232.0,62.0,19.0,10.0
730,85.0,33.0,38.0,30.0,246.0,232.0,62.0,19.0,10.0
731,85.0,33.0,38.0,30.0,246.0,232.0,83.0,19.0,6.0
732,85.0,33.0,38.0,21.0,246.0,232.0,83.0,19.0,6.0
733,85.0,33.0,38.0,21.0,246.0,232.0,83.0,19.0,6.0
734,102.0,33.0,34.0,21.0,270.0,232.0,83.0,28.0,6.0
735,102.0,50.0,34.0,21.0,270.0,138.0,83.0,28.0,7.0
736,102.0,50.0,34.0,21.0,270.0,138.0,83.0,28.0,7.0
737,102.0,50.0,34.0,24.0,270.0,138.0,93.0,28.0,7.0
738,102.0,50.0,34.0,24.0,270.0,138.0,93.0,28.0,6.0
739,102.0,50.0,34.0,24.0,270.0,138.0,93.0,28.0,6.0
740,110.0,50.0,38.0,24.0,286.0,138.0,93.0,31.0,6.0
741,110.0,50.0,38.0,24.0,286.0,75.0,80.0,31.0,6.0
742,110.0,50.0,38.0,31.0,286.0,75.0,80.0,31.0,6.0
743,110.0,24.0,38.0,31.0,286.0,75.0,80.0,31.0,6.0
744,110.0,24.0,38.0,31.0,286.0,75.0,80.0,47.0,4.0
745,110.0,24.0,38.0,31.0,277.0,75.0,80.0,47.0,4.0
746,106.0,24.0,60.0,31.0,277.0,75.0,80.0,47.0,4.0
747,106.0,24.0,60.0,31.0,277.0,86.0,65.0,47.0,4.0
748,106.0,24.0,60.0,40.0,277.0,86.0,65.0,64.0,4.0
749,106.0,18.0,60.0,40.0,277.0,86.0,65.0,64.0,5.0
750,106.0,18.0,60.0,40.0,277.0,65.0,65.0,64.0,5.0
751,124.0,18.0,60.0,40.0,287.0,65.0,65.0,64.0,5.0
752,124.0,18.0,57.0,40.0,287.0,65.0,65.0,64.0,5.0
753,124.0,18.0,57.0,40.0,287.0,65.0,65.0,64.0,5.0
754,124.0,18.0,57.0,44.0,287.0,37.0,65.0,58.0,5.0
755,124.0,14.0,57.0,44.0,287.0,37.0,65.0,58.0,5.0
756,124.0,14.0,57.0,44.0,269.0,37.0,65.0,58.0,5.0
757,123.0,14.0,57.0,44.0,269.0,37.0,65.0,58.0,5.0
758,123.0,14.0,58.0,44.0,269.0,37.0,60.0,58.0,1.0
759,123.0,14.0,58.0,44.0,269.0,37.0,60.0,58.0,1.0
760,123.0,36.0,58.0,54.0,269.0,55.0,60.0,27.0,1.0
761,123.0,36.0,58.0,54.0,269.0,55.0,60.0,27.0,1.0
762,127.0,36.0,58.0,54.0,310.0,55.0,60.0,27.0,1.0
763,127.0,36.0,58.0,54.0,310.0,55.0,60.0,27.0,1.0
764,127.0,36.0,16.0,57.0,310.0,55.0,54.0,27.0,1.0
765,127.0,36.0,16.0,57.0,310.0,55.0,54.0,22.0,1.0
766,127.0,38.0,16.0,57.0,310.0,59.0,54.0,22.0,1.0
767,127.0,38.0,16.0,57.0,310.0,59.0,54.0,22.0,1.0
768,89.0,38.0,16.0,30.0,263.0,59.0,54.0,22.0,1.0
769,89.0,38.0,16.0,30.0,263.0,59.0,54.0,22.0,1.0
770,89.0,38.0,12.0,30.0,263.0,59.0,68.0,22.0,1.0
771,89.0,41.0,12.0,30.0,263.0,65.0,68.0,39.0,1.0
772,89.0,41.0,12.0,30.0,263.0,65.0,68.0,39.0,1.0
773,89.0,41.0,12.0,30.0,263.0,65.0,68.0,39.0,1.0
774,72.0,41.0,12.0,34.0,241.0,65.0,62.0,39.0,2.0
775,72.0,41.0,12.0,34.0,241.0,65.0,62.0,39.0,2.0
776,72.0,41.0,9.0,34.0,241.0,65.0,62.0,47.0,2.0
777,72.0,0.0,9.0,34.0,241.0,85.0,62.0,47.0,2.0
778,72.0,0.0,9.0,34.0,241.0,85.0,62.0,47.0,2.0
779,72.0,0.0,9.0,34.0,279.0,85.0,62.0,47.0,1.0
780,0.0,0.0,9.0,43.0,279.0,85.0,62.0,47.0,1.0
781,0.0,0.0,9.0,43.0,279.0,85.0,62.0,47.0,1.0
782,0.0,0.0,7.0,43.0,279.0,107.0,62.0,53.0,1.0
783,0.0,0.0,7.0,43.0,279.0,107.0,62.0,53.0,1.0
784,2.0,0.0,7.0,43.0,319.0,107.0,62.0,53.0,1.0
785,2.0,0.0,7.0,70.0,319.0,107.0,62.0,53.0,2.0
786,2.0,0.0,7.0,70.0,319.0,107.0,63.0,53.0,2.0
787,2.0,0.0,7.0,70.0,319.0,107.0,63.0,45.0,2.0
788,2.0,0.0,4.0,70.0,319.0,124.0,63.0,45.0,2.0
789,2.0,0.0,4.0,70.0,319.0,124.0,63.0,45.0,2.0
790,2.0,0.0,4.0,70.0,289.0,124.0,63.0,45.0,0.0
791,2.0,0.0,4.0,61.0,289.0,124.0,63.0,45.0,0.0
792,2.0,0.0,4.0,61.0,289.0,124.0,59.0,45.0,0.0
793,2.0,0.0,4.0,61.0,289.0,158.0,59.0,59.0,0.0
794,10.0,0.0,18.0,61.0,289.0,158.0,59.0,59.0,2.0
795,10.0,0.0,18.0,61.0,289.0,158.0,59.0,59.0,2.0
796,10.0,0.0,18.0,22.0,260.0,158.0,59.0,59.0,2.0
797,10.0,0.0,18.0,22.0,260.0,158.0,59.0,119.0,2.0
798,10.0,0.0,18.0,22.0,260.0,142.0,83.0,119.0,2.0
799,10.0,0.0,18.0,22.0,260.0,142.0,83.0,119.0,2.0
800,10.0,0.0,37.0,26.0,260.0,142.0,83.0,119.0,2.0
801,10.0,0.0,37.0,26.0,354.0,142.0,83.0,119.0,2.0
802,10.0,0.0,37.0,26.0,354.0,158.0,83.0,115.0,2.0
803,10.0,0.0,37.0,26.0,354.0,158.0,83.0,115.0,2.0
804,10.0,0.0,37.0,26.0,354.0,158.0,84.0,115.0,2.0
805,10.0,0.0,37.0,38.0,354.0,158.0,84.0,115.0,2.0
806,25.0,0.0,62.0,38.0,354.0,141.0,84.0,115.0,2.0
807,25.0,0.0,62.0,38.0,457.0,141.0,84.0,102.0,2.0
808,25.0,0.0,62.0,38.0,457.0,141.0,84.0,102.0,2.0
809,25.0,0.0,62.0,38.0,457.0,141.0,84.0,102.0,1.0
810,25.0,0.0,62.0,32.0,457.0,141.0,103.0,102.0,1.0
811,25.0,0.0,62.0,32.0,457.0,145.0,103.0,102.0,1.0
812,20.0,0.0,58.0,32.0,457.0,145.0,103.0,103.0,1.0
813,20.0,0.0,58.0,32.0,336.0,145.0,103.0,103.0,1.0
814,20.0,0.0,58.0,31.0,336.0,145.0,103.0,103.0,1.0
815,20.0,0.0,58.0,31.0,336.0,145.0,105.0,103.0,1.0
816,20.0,0.0,58.0,31.0,336.0,165.0,105.0,122.0,1.0
817,16.0,0.0,58.0,31.0,336.0,165.0,105.0,122.0,1.0
818,16.0,0.0,46.0,31.0,336.0,165.0,105.0,122.0,1.0
819,16.0,0.0,46.0,31.0,261.0,165.0,105.0,122.0,1.0
820,16.0,0.0,46.0,31.0,261.0,180.0,105.0,122.0,1.0
821,16.0,0.0,46.0,31.0,261.0,180.0,71.0,173.0,1.0
822,17.0,0.0,46.0,31.0,261.0,180.0,71.0,173.0,1.0
823,17.0,0.0,46.0,29.0,261.0,180.0,71.0,173.0,2.0
824,17.0,0.0,21.0,29.0,261.0,180.0,71.0,173.0,2.0
825,17.0,0.0,21.0,29.0,267.0,216.0,71.0,173.0,2.0
826,17.0,0.0,21.0,29.0,267.0,216.0,98.0,129.0,2.0
827,17.0,0.0,21.0,29.0,267.0,216.0,98.0,129.0,2.0
828,17.0,0.0,21.0,26.0,267.0,216.0,98.0,129.0,2.0
829,17.0,0.0,21.0,26.0,267.0,216.0,98.0,129.0,2.0
830,17.0,0.0,15.0,26.0,332.0,165.0,75.0,129.0,2.0
831,17.0,0.0,15.0,26.0,332.0,165.0,75.0,129.0,2.0
832,17.0,0.0,15.0,24.0,332.0,165.0,75.0,125.0,2.0
833,0.0,0.0,15.0,24.0,332.0,165.0,75.0,125.0,2.0
834,0.0,0.0,15.0,24.0,332.0,165.0,75.0,125.0,3.0
835,6.0,0.0,15.0,24.0,354.0,165.0,62.0,125.0,3.0
836,6.0,0.0,16.0,24.0,354.0,221.0,62.0,125.0,3.0
837,6.0,0.0,16.0,12.0,354.0,221.0,62.0,125.0,3.0
838,6.0,0.0,16.0,12.0,354.0,221.0,62.0,112.0,3.0
839,6.0,0.0,16.0,12.0,354.0,221.0,62.0,112.0,3.0
840,6.0,0.0,16.0,12.0,304.0,221.0,62.0,112.0,5.0
841,6.0,0.0,16.0,12.0,304.0,221.0,33.0,112.0,5.0
842,6.0,0.0,18.0,11.0,304.0,226.0,33.0,112.0,5.0
843,6.0,0.0,18.0,11.0,304.0,226.0,33.0,63.0,5.0
844,6.0,0.0,18.0,11.0,304.0,226.0,33.0,63.0,5.0
845,0.0,11.0,18.0,11.0,237.0,226.0,33.0,89.0,5.0
846,0.0,11.0,18.0,11.0,237.0,226.0,33.0,89.0,4.0
847,0.0,11.0,18.0,23.0,237.0,175.0,28.0,89.0,4.0
848,0.0,11.0,16.0,23.0,237.0,175.0,28.0,89.0,4.0
849,0.0,11.0,16.0,23.0,237.0,186.0,28.0,89.0,4.0
850,0.0,17.0,16.0,23.0,237.0,186.0,28.0,95.0,2.0
851,2.0,17.0,16.0,23.0,259.0,186.0,28.0,95.0,2.0
852,2.0,17.0,16.0,23.0,259.0,186.0,19.0,95.0,2.0
853,2.0,17.0,16.0,49.0,259.0,186.0,19.0,95.0,2.0
854,2.0,17.0,18.0,49.0,259.0,162.0,19.0,95.0,1.0
855,2.0,17.0,18.0,49.0,259.0,162.0,19.0,84.0,1.0
856,11.0,17.0,18.0,49.0,180.0,162.0,19.0,84.0,1.0
857,11.0,17.0,18.0,44.0,180.0,162.0,17.0,84.0,1.0
858,11.0,17.0,18.0,44.0,180.0,33.0,17.0,84.0,1.0
859,11.0,17.0,18.0,85.0,180.0,33.0,17.0,84.0,1.0
860,11.0,17.0,30.0,85.0,180.0,33.0,17.0,84.0,2.0
861,32.0,30.0,30.0,85.0,153.0,33.0,17.0,84.0,2.0
862,32.0,30.0,30.0,85.0,153.0,33.0,17.0,84.0,2.0
863,32.0,30.0,30.0,90.0,153.0,33.0,19.0,84.0,2.0
864,32.0,30.0,30.0,90.0,153.0,38.0,19.0,84.0,2.0
865,32.0,30.0,30.0,90.0,153.0,38.0,19.0,92.0,1.0
866,32.0,30.0,38.0,90.0,153.0,38.0,19.0,92.0,1.0
867,13.0,30.0,38.0,64.0,114.0,38.0,19.0,92.0,1.0
868,13.0,30.0,38.0,64.0,114.0,6.0,23.0,92.0,1.0
869,13.0,30.0,38.0,64.0,114.0,6.0,23.0,92.0,1.0
870,13.0,30.0,38.0,64.0,114.0,6.0,23.0,40.0,3.0
871,13.0,30.0,38.0,64.0,114.0,6.0,23.0,40.0,3.0
872,15.0,0.0,40.0,64.0,82.0,6.0,23.0,40.0,3.0
873,15.0,0.0,40.0,41.0,82.0,9.0,23.0,40.0,3.0
874,15.0,0.0,40.0,41.0,82.0,9.0,27.0,40.0,3.0
875,15.0,0.0,40.0,41.0,82.0,9.0,27.0,40.0,2.0
876,15.0,0.0,40.0,41.0,82.0,9.0,27.0,19.0,2.0
877,15.0,0.0,40.0,43.0,82.0,9.0,27.0,19.0,2.0
878,18.0,0.0,30.0,43.0,49.0,9.0,27.0,19.0,2.0
879,18.0,0.0,30.0,43.0,49.0,17.0,27.0,19.0,2.0
880,18.0,0.0,30.0,43.0,49.0,17.0,33.0,19.0,2.0
881,18.0,0.0,30.0,43.0,49.0,17.0,33.0,12.0,2.0
882,18.0,0.0,30.0,37.0,49.0,17.0,33.0,12.0,2.0
883,18.0,0.0,30.0,37.0,49.0,17.0,33.0,12.0,2.0
884,17.0,0.0,39.0,37.0,46.0,20.0,33.0,12.0,0.0
885,17.0,0.0,39.0,37.0,46.0,20.0,33.0,12.0,0.0
886,17.0,0.0,39.0,37.0,46.0,20.0,36.0,12.0,0.0
887,17.0,0.0,39.0,37.0,46.0,20.0,36.0,10.0,0.0
888,17.0,0.0,39.0,42.0,46.0,20.0,36.0,10.0,0.0
889,17.0,0.0,39.0,42.0,46.0,20.0,36.0,10.0,1.0
890,12.0,0.0,46.0,42.0,48.0,22.0,36.0,10.0,1.0
891,12.0,0.0,46.0,42.0,48.0,22.0,36.0,10.0,1.0
892,12.0,0.0,46.0,42.0,48.0,22.0,33.0,19.0,1.0
893,12.0,0.0,46.0,37.0,48.0,22.0,33.0,19.0,1.0
894,12.0,6.0,46.0,37.0,48.0,26.0,33.0,19.0,1.0
895,12.0,6.0,46.0,37.0,48.0,26.0,33.0,19.0,1.0
896,20.0,6.0,41.0,37.0,48.0,26.0,33.0,19.0,1.0
897,20.0,6.0,41.0,37.0,48.0,26.0,33.0,26.0,4.0
898,20.0,6.0,41.0,49.0,48.0,26.0,26.0,26.0,4.0
899,20.0,6.0,41.0,49.0,48.0,32.0,26.0,26.0,4.0
900,20.0,6.0,41.0,49.0,48.0,32.0,26.0,26.0,4.0
901,20.0,6.0,41.0,49.0,48.0,32.0,26.0,26.0,6.0
902,35.0,6.0,33.0,67.0,42.0,32.0,26.0,23.0,6.0
903,35.0,6.0,33.0,67.0,42.0,32.0,24.0,23.0,6.0
904,35.0,6.0,33.0,67.0,42.0,26.0,24.0,23.0,6.0
905,35.0,6.0,33.0,67.0,42.0,26.0,24.0,23.0,6.0
906,35.0,11.0,33.0,67.0,42.0,26.0,24.0,23.0,1.0
907,27.0,11.0,33.0,57.0,38.0,26.0,24.0,23.0,1.0
908,27.0,11.0,41.0,57.0,38.0,26.0,24.0,25.0,1.0
909,27.0,11.0,41.0,57.0,38.0,26.0,29.0,25.0,1.0
910,27.0,11.0,41.0,57.0,38.0,19.0,29.0,25.0,1.0
911,27.0,15.0,41.0,59.0,38.0,19.0,29.0,25.0,1.0
912,27.0,15.0,41.0,59.0,38.0,19.0,29.0,25.0,1.0
913,27.0,15.0,41.0,59.0,47.0,19.0,29.0,3.0,1.0
914,27.0,15.0,44.0,59.0,47.0,12.0,29.0,3.0,1.0
915,27.0,15.0,44.0,59.0,47.0,12.0,31.0,3.0,1.0
916,27.0,15.0,44.0,59.0,47.0,12.0,31.0,3.0,1.0
917,27.0,19.0,44.0,58.0,47.0,12.0,31.0,3.0,1.0
918,27.0,19.0,44.0,58.0,47.0,12.0,31.0,3.0,1.0
919,33.0,19.0,26.0,58.0,54.0,12.0,31.0,2.0,0.0
920,33.0,19.0,26.0,58.0,54.0,13.0,29.0,2.0,0.0
921,33.0,19.0,26.0,58.0,54.0,13.0,29.0,2.0,0.0
922,33.0,19.0,26.0,58.0,54.0,13.0,29.0,2.0,0.0
923,33.0,14.0,26.0,58.0,54.0,13.0,29.0,2.0,0.0
924,29.0,14.0,26.0,58.0,60.0,13.0,29.0,2.0,0.0
925,29.0,14.0,11.0,58.0,60.0,13.0,29.0,3.0,0.0
926,29.0,14.0,11.0,58.0,60.0,25.0,31.0,3.0,0.0
927,29.0,14.0,11.0,72.0,60.0,25.0,31.0,3.0,0.0
928,20.0,16.0,11.0,72.0,62.0,25.0,31.0,3.0,0.0
929,20.0,16.0,11.0,72.0,62.0,25.0,31.0,3.0,2.0
930,20.0,16.0,11.0,57.0,62.0,27.0,31.0,3.0,2.0
931,20.0,16.0,16.0,57.0,62.0,27.0,31.0,3.0,2.0
932,20.0,18.0,16.0,57.0,62.0,27.0,40.0,3.0,2.0
933,20.0,18.0,16.0,57.0,62.0,27.0,40.0,3.0,2.0
934,7.0,18.0,16.0,57.0,55.0,27.0,40.0,3.0,2.0
935,7.0,18.0,16.0,42.0,55.0,27.0,40.0,3.0,2.0
936,7.0,18.0,16.0,42.0,55.0,27.0,44.0,3.0,2.0
937,7.0,4.0,21.0,42.0,55.0,27.0,44.0,3.0,2.0
938,17.0,4.0,21.0,42.0,55.0,27.0,44.0,2.0,2.0
939,17.0,4.0,21.0,53.0,55.0,35.0,44.0,2.0,0.0
940,17.0,11.0,21.0,53.0,55.0,35.0,44.0,2.0,0.0
941,17.0,11.0,21.0,53.0,55.0,35.0,44.0,2.0,1.0
942,17.0,11.0,21.0,41.0,55.0,72.0,57.0,2.0,1.0
943,17.0,11.0,19.0,41.0,55.0,72.0,57.0,2.0,1.0
944,23.0,11.0,19.0,41.0,49.0,72.0,57.0,2.0,1.0
945,23.0,11.0,19.0,33.0,49.0,72.0,57.0,2.0,8.0
946,23.0,22.0,19.0,33.0,49.0,72.0,57.0,2.0,8.0
947,23.0,22.0,19.0,33.0,49.0,72.0,57.0,3.0,8.0
948,23.0,22.0,19.0,33.0,49.0,49.0,77.0,3.0,8.0
949,26.0,22.0,21.0,33.0,57.0,49.0,77.0,3.0,18.0
950,26.0,28.0,21.0,33.0,57.0,49.0,77.0,3.0,18.0
951,26.0,28.0,21.0,26.0,57.0,32.0,77.0,4.0,18.0
952,26.0,28.0,21.0,26.0,57.0,32.0,77.0,4.0,18.0
953,26.0,28.0,21.0,26.0,57.0,32.0,77.0,4.0,18.0
954,26.0,28.0,21.0,22.0,57.0,32.0,84.0,4.0,18.0
955,25.0,28.0,22.0,22.0,53.0,32.0,84.0,4.0,19.0
956,25.0,25.0,22.0,22.0,53.0,32.0,84.0,4.0,19.0
957,25.0,25.0,22.0,22.0,53.0,16.0,84.0,5.0,19.0
958,25.0,25.0,22.0,22.0,53.0,16.0,84.0,5.0,19.0
959,24.0,25.0,22.0,22.0,59.0,16.0,92.0,5.0,6.0
960,24.0,25.0,22.0,17.0,59.0,16.0,92.0,5.0,6.0
961,24.0,24.0,27.0,17.0,59.0,22.0,92.0,7.0,6.0
962,24.0,24.0,27.0,17.0,59.0,22.0,92.0,7.0,6.0
963,24.0,24.0,27.0,17.0,59.0,22.0,92.0,7.0,6.0
964,24.0,24.0,27.0,13.0,59.0,22.0,92.0,7.0,7.0
965,20.0,24.0,27.0,13.0,77.0,22.0,105.0,7.0,7.0
966,20.0,24.0,27.0,13.0,77.0,22.0,105.0,7.0,7.0
967,20.0,41.0,35.0,13.0,77.0,31.0,105.0,7.0,7.0
968,20.0,41.0,35.0,13.0,77.0,31.0,105.0,7.0,7.0
969,20.0,41.0,35.0,12.0,77.0,31.0,105.0,7.0,7.0
970,20.0,41.0,35.0,12.0,77.0,31.0,105.0,7.0,5.0
971,28.0,41.0,35.0,12.0,91.0,31.0,116.0,7.0,5.0
972,28.0,41.0,35.0,12.0,91.0,31.0,116.0,7.0,5.0
973,28.0,76.0,37.0,12.0,91.0,49.0,116.0,5.0,5.0
974,28.0,76.0,37.0,19.0,91.0,49.0,116.0,5.0,5.0
975,28.0,76.0,37.0,19.0,91.0,49.0,116.0,5.0,2.0
976,27.0,76.0,37.0,19.0,99.0,49.0,121.0,5.0,2.0
977,27.0,76.0,37.0,19.0,99.0,49.0,121.0,5.0,2.0
978,27.0,97.0,37.0,19.0,99.0,74.0,121.0,5.0,2.0
979,27.0,97.0,33.0,29.0,99.0,74.0,121.0,5.0,2.0
980,30.0,97.0,33.0,29.0,104.0,74.0,121.0,5.0,4.0
981,30.0,127.0,33.0,29.0,104.0,61.0,93.0,9.0,4.0
982,30.0,127.0,33.0,34.0,104.0,61.0,93.0,9.0,4.0
983,30.0,127.0,33.0,34.0,104.0,61.0,93.0,9.0,4.0
984,30.0,127.0,33.0,34.0,104.0,61.0,93.0,9.0,4.0
985,34.0,127.0,16.0,34.0,104.0,61.0,93.0,9.0,4.0
986,34.0,15.0,16.0,43.0,104.0,44.0,104.0,10.0,4.0
987,34.0,15.0,16.0,43.0,104.0,44.0,104.0,10.0,4.0
988,34.0,15.0,16.0,43.0,104.0,44.0,104.0,10.0,6.0
989,34.0,15.0,16.0,43.0,104.0,44.0,104.0,10.0,6.0
990,34.0,15.0,16.0,43.0,104.0,44.0,104.0,10.0,6.0
991,40.0,15.0,15.0,43.0,118.0,44.0,104.0,10.0,6.0
992,40.0,38.0,15.0,46.0,118.0,43.0,127.0,17.0,6.0
993,40.0,38.0,15.0,46.0,118.0,43.0,127.0,17.0,6.0
994,40.0,38.0,15.0,46.0,118.0,43.0,127.0,17.0,6.0
995,40.0,38.0,15.0,46.0,118.0,43.0,127.0,17.0,6.0
996,44.0,38.0,15.0,46.0,120.0,43.0,127.0,17.0,6.0
997,44.0,25.0,21.0,39.0,120.0,56.0,117.0,18.0,5.0
998,44.0,25.0,21.0,39.0,120.0,56.0,117.0,18.0,5.0
999,44.0,25.0,21.0,39.0,120.0,56.0,117.0,18.0,5.0
